ID,collection_year,country,div_domain,div_type,performance,N_team,N_ind,students
10.1111/emre.12164,,,job-related,Gender,Team performance,,"1,085",no
10.1177/0020852320919487,2020,,job-related,Multidisciplinarity,Scientific research,,155,no
4242,,,job-related,Industry and functional experience,Growth in new firms,,,no
10.1002/j.2162-6057.2008.tb01299.x,,,,,Creativity,145,,yes
10.5465/ambpp.2022.10379abstract,,United Kingdom,cognitive,,Acquisition,,,no
10.1038/s41467-018-07634-8,2018,,demographic,Ethnic,Scientific impact (reflected in citations),,6 million scientists,no
10.1002/job.2498,2006 [2004-2008],Germany,demographic,Organizational tenure and gender,Group performance decline,279,3277,no
10.5465/ambpp.2019.14051abstract,,,,,Innovation,101,550,no
10.5465/ambpp.2008.33717553,1997.5 [1992-2003],,,,project performance,,,no
10.1016/j.respol.2009.09.001,1997.5 [1992-2003],,,,Project-Based Entrepreneurship,,,no
38862,,Australia,demographic,"Race , Gender , Work Value",Task Performance,203,1039,no
10.1002/j.2162-6057.2008.tb01078.x,,,,,Creativity,29,,no
10.1016/j.lrp.2015.12.013,,,job-related,Founder team informational,Innovation (idea generation and implementation of ideas into new products or services),,,no
10.5465/ambpp.2017.14946abstract,,Germany,job-related,"Gender, age, nationality, and educational background","Product innovation (incremental, radical, and global)","2,763",,no
2552,,,job-related,Non-racial,"Productivity, efficiency, response times, quality, customer satisfaction, innovation, and manager or team perceptions of performance",,,no
38879,2016,Taiwan; Thailand,job-related,,Creativity,40,,no
10.1016/s0263-7863(02)00059-5,,Nigeria,,,Construction project performance,"5 (from architecture, building, civil engineering, estate surveying, and quantity surveying)",60,no
10.1108/md-12-2019-1727,,South Korea,job-related,Informational,Creativity,24,"185 team members, 24 team leaders, and 24 managers",no
2397,,,,Ethnic,Creativity,,,no
10.1109/tem.2015.2458891,,Taiwan,job-related,Team,New product performance,118,,no
38885,2015,,job-related,"Value , social-category (including age )",Team performance,71,329,no
10.3390/su10103458,2018,,demographic,Hometown,Creativity,54,304,no
38886,,Taiwan,,,Team performance in life insurance industry,,,no
38889,2009 [2005-2013],Taiwan,demographic,Gender,Bank performance and risk management,,,no
38890,2012 [2009-2015],Taiwan,,,Investment efficiency,,,no
38893,2010,,job-related,"Gender, tenure, total shareholding, educational area, educational level, educational background, and number of current post held concurrently in other companies.",Firm performance,,,no
38894,2008,Taiwan,demographic,"Age, education background, functionality",Business performance,100,,no
10.1108/02621710510613726,,,demographic,(s),Innovation,100,,no
10.1177/1059601199241003,,,demographic,Personality,Job Performance,82,328,no
38900,2018,,cognitive,Knowledge distance (market and technical),New product development,,,no
38904,,,job-related,demographic and task-related,innovation,120,708,no
38905,2003,Taiwan,demographic,,General performance,,,no
38906,98,Taiwan,demographic,"Functional, Educational, and Tenure",Firm innovation and financial performance,,,no
10.3389/fpsyg.2020.566222,,,,,Work-related outcomes,42,284,no
10.1207/s15327043hup1702_5,,,,,Both individual and team performance,,,yes
10.1016/j.respol.2014.07.005,2014,,,,Creativity,,,no
10.1111/puar.12310,,Denmark,demographic,Gender,Financial performance,,,no
5139,,North America,job-related,Functional background,Team innovation,144,,no
10.1111/j.1559-1816.2011.00818.x,,,job-related,,Creativity,,,no
10.1016/j.leaqua.2021.101543,,,,,Firm performance,50,,no
2349,,,,,creativity and innovation,,,
5361,,,job-related; demographic,Functional/demographic/cultural,Team Performance,,,no
10.1016/j.indmarman.2016.04.016,,,job-related,Functional and demographic,New product creativity,103,,no
10.4018/978-1-6684-3702-5.ch073,,,job-related,Functional,Innovation speed,96,,no
10.4018/jgim.2018040108,,,job-related,Functional,Innovation speed,96,,no
10.1111/j.1540-5885.2007.00265.x,,,,,Global product launch success,,,no
10.5465/ambpp.2016.67,2005.5 [2001-2010],China,,,Innovation,,,no
10.1177/1046496414560028,,,,Function heterogeneity,In-role performance and innovation,92,,no
10.5465/ambpp.2019.18741abstract,,,job-related,Racioethnic,Unit performance,,,no
10.1016/s0923-4748(01)00045-5,,,,,New product development team performance (incremental innovation and radical innovation),,,no
9026,,,demographic,Ethnic and sex dissimilarity,Creative performance,,1240,no
10.1287/orsc.2021.1560,,,job-related,Social category,Team performance,,,no
10.1002/smj.2768,,,,Employee,Entrepreneurial opportunity formation,,,no
10.2307/41165946,,,job-related,Functional and Other forms of,Group performance,,,
10.1007/s10843-012-0094-5,,Norway,,,Internationalization (strategic alliances and sales),109,,no
10.5465/ambpp.2014.12111abstract,2002.5 [1995-2010],United States,,,IPO performance,,,no
10.1080/09537325.2017.1300250,2010 [2009-2011],China,,,Business model innovation,906,,no
21918,2010 [2008-2012],"Switzerland, Germany, Czech Republic, Estonia, Bulgaria",demographic,Nationality,IPO underpricing,37,,no
10.1179/2047971914y.0000000078,,Spain,demographic,,Short-term,81,,no
10.1016/j.jbusvent.2018.05.009,2009.5 [2005-2014],United States,,,Growth through product introductions,374,,no
10.1017/mor.2015.54,,,,Task-related,Ambidextrous orientation,,,no
10.1108/md-10-2015-0464,,,job-related,,Firm performance and strategic change,,,no
10.1016/j.jbusres.2023.113653,,,job-related,Knowledge and demographic,Revenue growth,210,,no
10.1177/0018726712453931,,China; the USA,demographic,Gender,Group performance,,,no
39065,98,Taiwan,,,Creativity and team performance,,,no
39074,2007,,,,Team performance,,244,no
39073,2007,Taiwan,,Team,Team performance,,244,no
39075,,Taiwan,,Member homogeneity,Team performance,,,yes
39091,2008,,demographic,Members',Team performance,42,311,no
39096,95,Taiwan,demographic,demographic heterogeneity,Differentiation strategy,,,no
10.1037/h0030599,,,cognitive,Conceptual complexity,Financial,16,,no
10.1080/08959280903120253,,,,,Team performance,,,
10.1002/smj.4250090303,1988,United States,,,Corporate performance,,953,no
10.1111/j.1467-8691.2010.00564.x,,Ireland,demographic,Age,New product performance,39,,no
10.5465/ambpp.2009.44243015,,,demographic,Educational and age,New product performance,,,no
10.1016/j.respol.2020.103950,,Germany,demographic,Ethnic,Innovation,,,no
39147,,Taiwan,cognitive,,Creativity,35,175,yes
10.5465/ambpp.2017.16584abstract,,,job-related,,Innovative performance,,,no
10.1038/s41562-019-0541-6,,,cognitive,Political ideology,Article quality,,,no
39155,,,,,Creativity in engineering design,"42 (control group), 8 (globally team-taught course), 23 (dyadic teams)",,yes
10.1177/1046496404270376,,,,,Decision effectiveness,,,
10.1016/j.jbusres.2020.05.042,,,cognitive,Gender,Firm performance,,,no
5186,,,demographic; cognitive; job-related,"ethnic , surface-level , and deep-level","creativity, innovation, and team performance",139,> 480,no
39175,,,,,"Creativity, Risk-adjusted returns, Likelihood of deception",,,no
17285,,China,,,"Price, Sales, Productivity",,,no
10.5465/ambpp.2022.13670abstract,,,job-related,Value,Team effectiveness,,,no
10.1002/mde.3253,2014 [2012-2016],China,demographic,Gender,Innovation,187,,no
10.5465/ambpp.2017.11305abstract,,China,job-related,horizon,Competitive repertoire balance and firm performance,,167,no
10.2307/3069328,,,job-related,Surface-level (demographic) and deep-level (psychological),Task performance,144 student project teams,,yes
21750,1995 [1993-1997],,demographic,"(age, tenure, size, and tenure heterogeneity)",Firm performance,,,no
10.5465/ambpp.2010.54491815,,,demographic; cognitive,,Decision making effectiveness,,,no
10.5465/ambpp.2010.54498889,,,,Educational and Functional Background,Firm Performance,,,no
10.5465/ambpp.2018.12344abstract,2008.5 [2008-2009],,demographic; job-related,Bio-demographic/Task-related heterogeneity,Firm Performance,,,no
10.5465/ambpp.2022.14204abstract,,China,demographic,heterogeneity,Breakthrough Innovation,,227,no
10.5465/ambpp.2016.10479abstract,,,demographic,"Gender, Education level, and functional background",Firm,,,no
10.1108/eb022799,,,demographic; cognitive,,Workgroup outcomes,,,no
10.1080/08959285.2017.1313258,,Germany,demographic,Ethnic,Team performance,,260 (41 leaders and 219 members),no
10.2307/2667020,,United States,,Positive affect (PA),Group performance,62,,no
10.1109/tem.2020.2991607,,,,,Fund raising,1078,,no
10.1002/hrm.22023,,United States,,,Labor productivity,,,no
10.2139/ssrn.4165777,,,demographic,Gender,Financial reporting quality,,,no
10.1002/smj.4250100709,,,,,Innovation adoption,199,,no
10.1108/imds-04-2013-0210,2005.5 [2004-2007],Spain,demographic,'s demographic characteristics,Corporate performance,147,,no
10.1002/smj.4250100710,1974 [1967-1981],,demographic,Top management group heterogeneity,Firm performance,,,no
10.1108/tpm-01-2021-0006,2013.5 [2011-2016],,demographic,Age,Return on assets and return on equity,,,no
42801,,Australia,,Nationality,Firm internationalisation and financial performance,,152 top executives,no
10.1108/ijoa-02-2014-0739,,Japan,demographic,tenure,Financial performance (ROE and ROA),744,,no
10.1111/j.1467-6486.2010.00919.x,,,cognitive,heterogeneity,Exploratory innovation,,,no
10.1007/s11846-015-0175-7,,,,,Creativity,,,no
10.1080/10669868.2021.1895947,,Russia,,,"Financial (ROA, ROE, and ROI)",178 banks,,no
10.15240/tul/001/2019-2-009,,Czechia,demographic,Gender,Financial performance,,,no
43659,,Philippines,demographic,Functional Background and Gender,Revenue Growth and Return on Assets,,,no
10.5465/ambpp.2019.19631abstract,2000 [1990-2010],,demographic,"heterogeneity (age and gender), average education, functional expertise",IPO,"1,935",,no
2388,,,,,"Creativity, innovation, organizational adaptation, firm performance",,,no
10.5465/ambpp.1995.17536282,,,,,Company performance,57,,no
10.1504/ejim.2013.052099,,,,,,,,
10.1108/jsma-12-2019-0224,2009.5 [2008-2011],Finland,demographic,demographic properties,"Firm performance (return on net operating assets, profit margin, asset turnover)",,,no
10.1016/j.lrp.2017.11.001,,,job-related,Functional and age,Organizational ambidexterity,,,no
10.15549/jeecar.v3i2.141,,Czechia,job-related,,Company Performance,,,no
10.5465/ambpp.2019.17415abstract,,,,National and gender,Corporate social performance,,,no
39198,96,Taiwan,,"Top management (tenure, educational background, equity ownership)",Firm performance (measured through research and development ratio),,,no
10.1108/tpm-06-2016-0027,,South Korea,demographic,Age,Financial performance (ROE and ROA),867,,no
10.1287/mnsc.1080.0899,,,job-related,Functional-background and locus-of-control,Financial,33,,no
42799,,Australia,,,Firm performance,,,no
10.1016/j.emj.2019.06.006,,,job-related,composition,Firm performance,,,no
10.1177/21582440211068493,,Spain; China,demographic,,International Expansion,,,no
10.1177/0899764009340230,,,demographic,,"Church attendance, Sunday school attendance, efficiency of internal processes, and growth in revenues",82,,no
10.1111/j.1540-5885.2011.00851.x,,,,,Innovation,,,no
10.2139/ssrn.3526586,,,job-related,Demographic and functional,Financial performance (P/E),,,no
20477,,,job-related,Demographic and functional,"Financial (P/E Ratio, ROA, ROE)",59,,no
10.1080/14479338.2014.11081990,,China,job-related,,Organizational ambidexterity,196,,no
10.1080/13662716.2016.1144503,,China,job-related,Task-related,Ambidextrous innovation,179,,no
10.1177/1548051819849008,,United States,demographic,Gender,Innovation,,,no
10.1177/1470595819870819,,Non-US multinational enterprises from 25 countries,job-related,functional,Firm performance,,,no
2456,,Kenya,demographic; job-related,,,,,no
2637,,Kenya,demographic,Ethnic,Employee productivity,,,no
21917,2002 [2000-2004],Switzerland,demographic; cognitive; job-related,heterogeneity,Corporate performance,,,no
10.1108/13527591111182616,2005.5 [2004-2007],Germany,demographic,"Age, educational background, industry experience and organizational tenure",Firm performance,59,,no
10.5465/amj.2019.0734,2001.5 [1986-2017],,,,Firm performance,,,no
10.5465/ambpp.2014.16232abstract,2007 [2005-2009],European firms,,Socio-demographic and experience-based faultlines,Firm performance,109,,no
10.5465/amj.2008.33665310,,United States,job-related,Functional,Firm performance,207,,no
10.1111/j.1467-6486.2010.00932.x,,Netherlands; Belgium,job-related,Functional,Firm performance,,,no
43318,,,job-related,Functional,Management forecast accuracy,,,no
10.1002/smj.1993,2012,China,cognitive,functional,organizational innovation,,244 (122 CEOs and 122 CTOs),no
3957,,,cognitive; job-related,Functional,Organizational performance,,,no
10.1108/ijchm-06-2021-0719,2006 [1992-2020],,demographic,Gender,Firm risk-taking,81,888,no
10.1108/edi-04-2018-0067,,Australia,demographic,Gender,Employee productivity,172,,no
43109,,,job-related,heterogeneities,Firm performance,,,no
10.1108/tqm-09-2021-0264,,Italy,,Academic representation in,Economic performance,136,,no
10.1007/s11782-007-0008-x,2001.5 [2001-2002],China,,,Firm performance,,,no
39201,2005,Taiwan,job-related,heterogeneity,Firm performance,,362,no
39202,,Taiwan,,,Firm performance,,,no
12338,,31 countries from across the globe,,heterogeneity,Firm performance,,,no
10.4332/kjhpa.2010.20.1.137,,South Korea,job-related,Age and job heterogeneity,Management and healthcare performance,,,no
10.1111/j.1467-8551.2007.00545.x,,Spain,job-related,,Strategic change and operational performance,92,,no
39204,102 (2013),Taiwan,demographic,"Work experience, tenure, and functional background",Financial performance and growth rate,More than 300 electronic manufactures,,no
10.1287/orsc.12.1.1.10120,,,cognitive,,"Innovation, Diversification, Performance",,,no
10.1002/gsj.1395,,"Europe, Japan,; the United States",,Nationality and International Work Experience,Innovation Performance,,,no
39205,2003.5 [1999-2008],United Kingdom,,"National , international experience, host country knowledge","Returns to bidder firms, payment mode choices, short-term and longer term performance for acquiring firms",,,no
10.3389/fpsyg.2021.772739,,China,cognitive; demographic,Functional,Adaptive firm performance,,270 firms,no
10.1002/smj.2021,,,demographic,nationality,firm performance,,,no
10.1002/smj.2976,,20 countries,demographic,Nationality,Innovation,165,,no
10.2753/imo0020-8825420402,,Netherlands,demographic,Experience,Exploratory and exploitative innovations,,,no
10.5465/256761,,,,Ethnic,Creativity,,,no
10.1002/(sici)1097-0266(199607)17:7<571::aid-smj817>3.0.co;2-c,,,demographic,,Firm performance,,,no
10.1287/orsc.8.2.143,,,demographic,,Financial,,,no
10.1177/1548051819848997,2009 [2003-2015],,demographic; cognitive; job-related,"surface-level (national culture, gender, age)",long-term firm performance,,"1,993 firms",no
10.1109/tem.2017.2737663,,China,job-related,tenure,Team performance,126,357 senior managers,no
10.1007/s11187-013-9473-0,,,demographic; cognitive; job-related,,Creativity,,,no
20184,2012.5 [2010-2015],Czechia,demographic; job-related,"Gender, International experience, Functional background",SME performance,,,no
43602,,,job-related,"Cultural heterogeneity, Education heterogeneity (demographic )","TMT performance, subsidiary performance",,,no
10.1016/s1048-9843(97)90021-7,,,job-related,Cultural heterogeneity,Team and organizational performance,,259,no
10.2307/3069368,,United States,demographic,,Global strategic postures,,,no
10.1287/orsc.11.1.21.12569,,,demographic; cognitive,,Firm Performance,35,159,no
10.1108/01437731011039325,,United States,,,Corporate turnaround,98,,no
10.5465/ambpp.2016.15570abstract,,Spain,demographic,Gender,Business performance,,122,no
10.2139/ssrn.3190278,2009,China,,age,firm performance,,,no
10.5465/ambpp.2018.13192abstract,,"Australia, South Korea",,,"Individual and team performance, work attitudes, and behaviors",21,260,no
10.1177/0149206310394187,,,,,Creativity and innovation implementation,96,,no
43433,,,demographic,Culture,Negative team outcomes and effectiveness,135,,no
10.1002/cjas.1363,,Africa,demographic,Tribal,Firm performance,,,no
10.5465/ambpp.2017.15580abstract,,,demographic; cognitive; job-related,National Cultural,Team Performance,95,,yes
10.5465/ambpp.2020.11594abstract,,,demographic; cognitive; job-related,,Team performance,,"120 (Study 1), 95 (Study 2)",no
10.1016/j.jbusres.2019.05.023,,,cognitive,,Successful outputs in international research,,93,no
6607,,,demographic; job-related,Bio-demographic/Job-related,M&A deal completion/Market response/Organizational innovation,,,no
10.1108/01425459710163552,,United States,,,,,,no
10.1111/j.0021-9029.2006.00033.x,2006,,,Ethnic,Creativity,,,yes
39331,,,,,"Product Development Effectiveness, Team Process Effectiveness",64,376,no
10.1080/14479338.2017.1369355,2017,China,,,Innovation,,,no
10.5465/ambpp.2017.16573abstract,,United States,cognitive,,Business model innovation,,,no
10.1080/03643100802293865,,South Korea,demographic,"Gender, age, regional affiliation, education, position",Organizational commitment and job performance,,381,no
10.1177/001872679404700504,,,,,,,,no
10.1037/1089-2699.5.2.111,,,,,Creativity,48,,no
10.1142/9789811247729_0007,,,,,Innovation (incremental and radical),149,,no
10.1142/s0219877019400029,2019,,cognitive,Personal Style,Incremental and Radical Innovations (NPD),149,,no
10.1108/10553180610742764,,,job-related,,Decision quality,85,,no
10.1080/00472778.2021.2010086,,,job-related,Multiple attributes,Team performance,,,no
10.1037/0021-9010.93.1.225,,,,domain: Demographic,Diversity type: Gender diversity,,Number of teams sampled: 80,
10.1111/joop.12303,,,job-related,Functional,Team performance,66,,no
10.5465/amd.2018.0044,,,,"Gender , Race",Expertise use in groups,136,544,no
10.2189/asqu.51.3.451,,,,National,Innovation,56,266,no
10.5465/ambpp.2014.17394abstract,,Four European universities,demographic,Cultural,Creativity and Innovativeness,113,,yes
10.1177/00187267221080995,,Iraq,,,Team innovation,,,no
39369,,Czechia,,"Gender, Informational",Team effectiveness (handling project or work deadlines; goals or specific task/assignment achievement),,98 (team leaders),no
10.24837/pru.v18i1.459,,,,,creativity,49,159,yes
43185,,,cognitive,Cognitive style,Radical organization change (merger implementation),26,,no
10.1002/smj.2304,,,,,Performance,,,no
10.1108/jchrm-06-2017-0011,,Germany,,,"Achievement, team identity, intra-team communication",29,174,yes
19708,,,,,creativity,,,
10.5465/ambpp.2015.11881abstract,,,demographic,Gender,Team performance,,1085,no
5303,,,,,Creativity,,,
39458,2005.5 [2003-2008],China,demographic,demographics,Financial,,,no
10.1016/j.intell.2020.101450,,,,,Skilled performance within a team-based online video game,,,
10.2139/ssrn.2713623,,,job-related,Vertical Educational,Innovation (R&D and product innovation),,,no
10.1016/j.im.2016.10.005,2016,,,,Team effectiveness,,,no
10.1080/14783363.2012.704274,,,,,Team performance,,,no
10.1177/1059601106291071,,,job-related,Gender,"Short-term performance (Tobin's Q), 3-year stock price growth, and growth in earnings per share",534 IPO firms,,no
10.1111/joms.12013,,China,cognitive,Cognitive,Firm Performance,118,,no
10.3389/fpsyg.2022.879412,,South Korea,,,Innovation,87,479,no
10.1007/978-981-19-4472-7_146,,,,,"Creativity, productivity",,,
10.1145/3308558.3313530,2019,,job-related,Player Roles,"Team Performance, Team Tenacity, Team Rapport",,100 million,no
10.3233/wor-2012-0084-5145,,Germany,demographic,Age,,745,"8,848",no
39528,2017,,job-related,"Functional roles, cognitive styles, and entrepreneurial passion",Innovative behavior and team performance,30,110,no
10.5465/ambpp.2012.175,,South Korea,cognitive,,Creativity,62,,no
10.5465/amj.2009.41331431,,,cognitive; job-related,Age and educational specialization,Team performance,83,,no
43083,,,job-related,Gender,Group performance,,,no
43082,,,job-related,Gender,Group Performance,,,no
10.1177/0018726715615684,,,job-related,Functional,Team innovation,96,,no
10.1080/14778238.2021.2004950,,,job-related,Professional background (PBD),Innovativeness,,,no
10.1017/jmo.2017.47,,China,cognitive,,Creativity,86,381,no
10.1016/j.jbusres.2019.08.033,2008 [2001-2015],,job-related,Institutional,Innovation,,,no
10.1002/job.2238,,China,demographic,Intercultural,Team Creativity,48,,no
10.1177/1046496420959446,,,demographic,Gender,Team performance,151,,yes
10.4018/978-1-4666-7324-3.ch003,,China,demographic,"Demographic (age, sex, and ethnicity) and personality (conscientiousness, openness to experience, extraversion, emotional stability, and agreeableness)",,55,,no
10.1108/ijcma-04-2013-0023,,,demographic,National,Conflict and performance,,,no
10.1177/0018726711416872,,Australia,,,Team effectiveness,47,,no
10.1111/poms.13939,,,,"Ethnic , Gender , Expertise similarity",Invention integrality,,,
10.3389/fpsyg.2021.585849,,,job-related,Educational level,Creativity,90,,no
10.1111/jasp.12690,,China,job-related,Gender,Team performance,106,595,no
10.5465/ambpp.2019.12030abstract,,,demographic,Gender,Team performance,,,no
10.5465/ambpp.2019.11294abstract,,Colombia,demographic,Gender,Financial performance,,,no
10.1007/s11365-014-0334-3,,China,demographic,personality,entrepreneurial team performance,144,,no
10.5465/ambpp.2019.13900abstract,,South Korea,demographic,Gender,Firm performance,,313 firms,no
10.1037/0021-9010.92.6.1709,,,job-related,Educational specialization,Creativity,75,,no
10.1016/j.jbusres.2020.10.057,,United States,,,Product exploration,,141,no
10.1002/smj.2227,2013,,,,Firm performance,,,no
10.1016/j.obhdp.2010.08.004,,,,Values,Team conflict,,,no
10.3389/fpsyg.2021.646514,,China,,,Team creativity,91,,no
10.1007/s10490-017-9510-7,,China,,Faultlines,Team performance,61,,no
10.1002/ejsp.2031,,,,Cultural,Group performance,33,,no
10.5465/ambpp.2022.11099abstract,,,demographic,Gender,Cooperation,,,no
10.1002/hrm.22067,,Australia,demographic,Gender,Firm performance,,,no
10.1145/990680.990684,,,,,Team performance,,,no
10.5465/ambpp.2022.13759abstract,,South Korea,,,Team task and creative performance,74,,no
10.3389/fpsyg.2019.03044,,,job-related,,Creativity,82,276 (82 leaders and 194 team members),no
10.2307/2667054,,,demographic; cognitive; job-related,"Social category, value, and informational","Group performance, group member morale, satisfaction, intent to remain, and commitment to the group",92 workgroups,,no
10.5465/ambpp.2014.13457abstract,2003.5 [1999-2008],United Kingdom,job-related,National,Performance following foreign acquisitions,428,,no
20634,,,job-related,"Gender, skills and education",Creativity,,,no
10.5465/ambpp.2015.19185symposium,,,,,,,,no
10.1002/job.2476,2020,United States,demographic,Gender,Off-the-job misconduct by high-profile employees,,,no
10.1108/md-07-2020-0953,2015 [2013-2017],International sample,demographic,Gender,Corporate social performance,,,no
10.5465/ambpp.1994.10345887,,,demographic; cognitive; job-related,ethnic,creativity,,,
10.1108/ijcma-08-2019-0139,,,,expertise,idea sharing,29,148,no
10.1287/mnsc.1030.0134,,,job-related,Structural,External knowledge sharing,182,,no
6497,,,demographic; cognitive; job-related,"Race, gender, age, personality, values","Performance, internal viability, and external viability",,390,no
7436,,,job-related,,team effectiveness,71,439 team members and 44 supervisors,no
10.1111/spc3.12646,,,,,,,,
10.15611/aoe/2020.2.08,,10 European countries,demographic,Nationality and age,Final table position and total points,166,,no
10.1016/s2212-5671(14)00178-6,,,,Ethnic,"Creativity, problem solving, innovation, and productivity",,,
10.5465/ambpp.2005.18778667,,United States,demographic,Gender,Group performance,65,224,no
10.1016/s1053-4822(02)00046-3,2002,,,,Team process effectiveness and team goal focus,,,no
10.1111/dsji.12062,,,demographic; cognitive,,productivity and decision-making,,,yes
10.1037/apl0000971,,,demographic,Age,Team performance,,,no
10.1016/s0378-7206(96)01062-2,,,demographic,Cultural,Group performance in response to posed problems,,,no
-999,,,demographic,Multiple dimensions of,Overall group effectiveness,7,,no
